Parameter Name,Value,Units
Zone 1 | Cane Speed Actual | Max,0.0,
Zone 1 | Cane Speed Actual | Min,0.0,
Zone 1 | Capstan Speed | Avg,16.976775530676484,
Zone 1 | Capstan Speed | Max,20.5440006256104,
Zone 1 | Capstan Speed | Min,5.08799982070923,
Zone 1 | Coated Inner Diameter | Avg,485.31718209556544,
Zone 1 | Coated Inner Diameter | Max,491.0,
Zone 1 | Coated Inner Diameter | Min,482.0,
Zone 1 | Coated Outer Diameter | Avg,2.0,
Zone 1 | Coated Outer Diameter | Max,2.0,
Zone 1 | Coated Outer Diameter | Min,2.0,
Zone 1 | Diameter Deviation Gauge 2 | Avg,1.4298678394078814,
Zone 1 | Diameter Deviation Gauge 2 | Max,10.039999961853,
Zone 1 | Diameter Deviation Gauge 2 | Min,-4.28999996185303,
Zone 1 | Diameter Error | Avg,10.0500001907349,
Zone 1 | Diameter Error | Max,10.0500001907349,
Zone 1 | Diameter Error | Min,10.0500001907349,
Zone 1 | Fibre Length | Avg,0.23309553795317722,
Zone 1 | Fibre Length | Max,0.41184601187706,
Zone 1 | Fibre Length | Min,0.0915988013148308,
Zone 1 | Furnace DegC Actual | Avg,2043.861996016314,
Zone 1 | Furnace DegC Actual | Max,2050.38134765625,
Zone 1 | Furnace DegC Actual | Min,2039.09375,
Zone 1 | Furnace DegC Set | Avg,2043.8546255506608,
Zone 1 | Furnace DegC Set | Max,2050.0,
Zone 1 | Furnace DegC Set | Min,2040.0,
Zone 1 | Furnace MFC1 Actual | Avg,4.982043940590342,
Zone 1 | Furnace MFC1 Actual | Max,4.98400020599365,
Zone 1 | Furnace MFC1 Actual | Min,4.98000001907349,
Zone 1 | Furnace MFC1 Set | Avg,5.0,
Zone 1 | Furnace MFC1 Set | Max,5.0,
Zone 1 | Furnace MFC1 Set | Min,5.0,
Zone 1 | Furnace MFC2 Actual | Avg,0.9851453614129893,
Zone 1 | Furnace MFC2 Actual | Max,0.98800003528595,
Zone 1 | Furnace MFC2 Actual | Min,0.983999967575073,
Zone 1 | Furnace MFC2 Set | Avg,1.0,
Zone 1 | Furnace MFC2 Set | Max,1.0,
Zone 1 | Furnace MFC2 Set | Min,1.0,
Zone 1 | Furnace MFC3 Actual | Avg,4.953753318030402,
Zone 1 | Furnace MFC3 Actual | Max,4.95599985122681,
Zone 1 | Furnace MFC3 Actual | Min,4.9520001411438,
Zone 1 | Furnace MFC3 Set | Avg,5.0,
Zone 1 | Furnace MFC3 Set | Max,5.0,
Zone 1 | Furnace MFC3 Set | Min,5.0,
Zone 1 | Furnace MFC4 Actual | Avg,0.9844828187631616,
Zone 1 | Furnace MFC4 Actual | Max,0.984799981117249,
Zone 1 | Furnace MFC4 Actual | Min,0.984000027179718,
Zone 1 | Furnace MFC4 Set | Avg,1.0,
Zone 1 | Furnace MFC4 Set | Max,1.0,
Zone 1 | Furnace MFC4 Set | Min,1.0,
Zone 1 | Furnace Power | Avg,20.69563588381864,
Zone 1 | Furnace Power | Max,20.9865264892578,
Zone 1 | Furnace Power | Min,20.0672092437744,
Zone 1 | Good Fibre State | Avg,0.0,
Zone 1 | Good Fibre State | Max,0.0,
Zone 1 | Good Fibre State | Min,0.0,
Zone 1 | Pf Process Position | Avg,76.26450378149094,
Zone 1 | Pf Process Position | Max,117.42431640625,
Zone 1 | Pf Process Position | Min,39.4747314453125,
Zone 1 | Poly Major Value | Avg,0.0,
Zone 1 | Poly Major Value | Max,0.0,
Zone 1 | Poly Major Value | Min,0.0,
Zone 1 | Poly Minor Value | Avg,0.941979467868805,
Zone 1 | Poly Minor Value | Max,0.941979467868805,
Zone 1 | Poly Minor Value | Min,0.941979467868805,
Zone 1 | Poly X Diameter | Avg,0.0,
Zone 1 | Poly X Diameter | Max,0.0,
Zone 1 | Poly X Diameter | Min,0.0,
Zone 1 | Poly Y Diameter | Avg,0.0,
Zone 1 | Poly Y Diameter | Max,0.0,
Zone 1 | Poly Y Diameter | Min,0.0,
Zone 1 | Preform Speed Actual | Avg,4.128602634967687,
Zone 1 | Preform Speed Actual | Max,4.39611434936523,
Zone 1 | Preform Speed Actual | Min,1.08685708045959,
Zone 1 | Tension N | Avg,51.79430234799826,
Zone 1 | Tension N | Max,66.8222503662109,
Zone 1 | Tension N | Min,14.4900054931641,
Zone 1 | Trend Marker | Avg,0.0,
Zone 1 | Trend Marker | Max,0.0,
Zone 1 | Trend Marker | Min,0.0,
Zone 1 | UV 1 Intensity | Avg,0.0,
Zone 1 | UV 1 Intensity | Max,0.0,
Zone 1 | UV 1 Intensity | Min,0.0,
Zone 1 | UV 2 Intensity | Avg,0.0,
Zone 1 | UV 2 Intensity | Max,0.0,
Zone 1 | UV 2 Intensity | Min,0.0,
Zone 1 | UV1 Status | Avg,4.0,
Zone 1 | UV1 Status | Max,4.0,
Zone 1 | UV1 Status | Min,4.0,
Zone 1 | UV2 Status | Avg,4.0,
Zone 1 | UV2 Status | Max,4.0,
Zone 1 | UV2 Status | Min,4.0,
,,
,,
### WINDER & LENGTH,,
,,
Drum | Selected,BN1,
Fiber Length | End (log end),0.47374239563942,km
Zone 1 | Fiber Length | Min,0.0915988013148308,km
Zone 1 | Fiber Length | Max,0.41184601187706,km
,,
—,—,
CUT/SAVE Plan Source,T0testF_1.csv,
AUTO Plan Mode,CUT/SAVE from spool end (0 at log end),
Zone Length Column (log),Fibre Length,
Fiber Length End (log end),0.47374239563942,km
Fiber Length Min (log),0.0,km
Fiber Length Max (log),0.47374239563942,km
T&M Coordinate System,km_from_end = (L_end - FibreLength),
Good Zones Order,Ordered from spool end → toward start,
Good Zone 1 (km from end) Start,0.06189638376236001,km
Good Zone 1 (km from end) End,0.3821435943245892,km
Good Zone 1 Length,0.3202472105622292,km
Good Zone 1 Fibre Length Min,0.0915988013148308,km
Good Zone 1 Fibre Length Max,0.41184601187706,km
T&M Step 1 Action,CUT,
T&M Step 1 Length,0.06189638376236001,km
T&M Step 2 Action,SAVE,
T&M Step 2 Length,0.3202472105622292,km
T&M Step 2 Zone,Good Zone 1,
T&M Step 2 Fibre Length Min,0.0915988013148308,km
T&M Step 2 Fibre Length Max,0.41184601187706,km
T&M Step 3 Action,CUT,
T&M Step 3 Length,0.09159880131483078,km
Total Saved Length,0.3202472105622292,km
Total Cut Length,0.1534951850771908,km
Preform Length After Draw,0.0,cm
Done Description,ALL good,
Done Timestamp,2026-02-22 07:54:06,
