Parameter Name,Value,Units
Zone 1 Avg (Capstan Speed),64.02,m/min
Zone 1 Min (Capstan Speed),60.48,m/min
Zone 1 Max (Capstan Speed),68.64,m/min
Zone 1 Avg (Tension N),52.13,g
Zone 1 Min (Tension N),45.74,g
Zone 1 Max (Tension N),58.16,g
Zone 1 Avg (Furnace DegC Actual),2279.98,C
Zone 1 Min (Furnace DegC Actual),2279.36,C
Zone 1 Max (Furnace DegC Actual),2280.3,C
Zone 2 Start,2025-08-20 11:37:02.716000,
Zone 2 End,2025-08-20 11:39:06.716000,
Zone 2 Fibre Length at Start,0.92,km
Zone 2 Fibre Length at End,1.0,km
Zone 2 Pf Process Position at Start,256.74,mm
Zone 2 Pf Process Position at End,278.27,mm
Zone 2 Avg (Bare Fibre Diameter),421.49,µm
Zone 2 Min (Bare Fibre Diameter),420.8,µm
Zone 2 Max (Bare Fibre Diameter),422.9,µm
Zone 2 Avg (Coated Inner Diameter),479.22,µm
Zone 2 Min (Coated Inner Diameter),475.7,µm
Zone 2 Max (Coated Inner Diameter),482.5,µm
Zone 2 Avg (Coated Outer Diameter),554.25,µm
Zone 2 Min (Coated Outer Diameter),552.0,µm
Zone 2 Max (Coated Outer Diameter),557.3,µm
Zone 2 Avg (Capstan Speed),41.17,m/min
Zone 2 Min (Capstan Speed),39.46,m/min
Zone 2 Max (Capstan Speed),41.95,m/min
Zone 2 Avg (Tension N),57.58,g
Zone 2 Min (Tension N),54.77,g
Zone 2 Max (Tension N),60.16,g
Zone 2 Avg (Furnace DegC Actual),2220.06,C
Zone 2 Min (Furnace DegC Actual),2219.29,C
Zone 2 Max (Furnace DegC Actual),2220.77,C
Last Fiber Position,1.42,km
TnM,,km
Cut,0.02,km
Keep,0.14,km
Cut,0.42,km
Keep,0.08,km
Log File Name,P0343_OCT_20082025_114906.csv,
Zone 1 Start,2025-08-20 11:43:51.716000,
Zone 1 End,2025-08-20 11:46:05.716000,
Zone 1 Fibre Length at Start,1.26,km
Zone 1 Fibre Length at End,1.4,km
Zone 1 Pf Process Position at Start,350.47,mm
Zone 1 Pf Process Position at End,389.22,mm
Zone 1 Avg (Bare Fibre Diameter),421.45,µm
Zone 1 Min (Bare Fibre Diameter),420.3,µm
Zone 1 Max (Bare Fibre Diameter),422.9,µm
Zone 1 Avg (Coated Inner Diameter),454.42,µm
Zone 1 Min (Coated Inner Diameter),451.4,µm
Zone 1 Max (Coated Inner Diameter),458.6,µm
Zone 1 Avg (Coated Outer Diameter),515.37,µm
Zone 1 Min (Coated Outer Diameter),506.9,µm
Zone 1 Max (Coated Outer Diameter),521.1,µm
Zone 1 Avg (Capstan Speed),64.02,m/min
Zone 1 Min (Capstan Speed),60.48,m/min
Zone 1 Max (Capstan Speed),68.64,m/min
Zone 1 Avg (Tension N),52.13,g
Zone 1 Min (Tension N),45.74,g
Zone 1 Max (Tension N),58.16,g
Zone 1 Avg (Furnace DegC Actual),2279.98,C
Zone 1 Min (Furnace DegC Actual),2279.36,C
Zone 1 Max (Furnace DegC Actual),2280.3,C
Zone 2 Start,2025-08-20 11:37:02.716000,
Zone 2 End,2025-08-20 11:39:06.716000,
Zone 2 Fibre Length at Start,0.92,km
Zone 2 Fibre Length at End,1.0,km
Zone 2 Pf Process Position at Start,256.74,mm
Zone 2 Pf Process Position at End,278.27,mm
Zone 2 Avg (Bare Fibre Diameter),421.49,µm
Zone 2 Min (Bare Fibre Diameter),420.8,µm
Zone 2 Max (Bare Fibre Diameter),422.9,µm
Zone 2 Avg (Coated Inner Diameter),479.22,µm
Zone 2 Min (Coated Inner Diameter),475.7,µm
Zone 2 Max (Coated Inner Diameter),482.5,µm
Zone 2 Avg (Coated Outer Diameter),554.25,µm
Zone 2 Min (Coated Outer Diameter),552.0,µm
Zone 2 Max (Coated Outer Diameter),557.3,µm
Zone 2 Avg (Capstan Speed),41.17,m/min
Zone 2 Min (Capstan Speed),39.46,m/min
Zone 2 Max (Capstan Speed),41.95,m/min
Zone 2 Avg (Tension N),57.58,g
Zone 2 Min (Tension N),54.77,g
Zone 2 Max (Tension N),60.16,g
Zone 2 Avg (Furnace DegC Actual),2220.06,C
Zone 2 Min (Furnace DegC Actual),2219.29,C
Zone 2 Max (Furnace DegC Actual),2220.77,C
Zone 3 Start,2025-08-20 11:31:57.716000,
Zone 3 End,2025-08-20 11:33:04.716000,
Zone 3 Fibre Length at Start,0.75,km
Zone 3 Fibre Length at End,0.78,km
Zone 3 Pf Process Position at Start,210.0,mm
Zone 3 Pf Process Position at End,217.37,mm
Zone 3 Avg (Bare Fibre Diameter),421.15,µm
Zone 3 Min (Bare Fibre Diameter),420.6,µm
Zone 3 Max (Bare Fibre Diameter),421.6,µm
Zone 3 Avg (Coated Inner Diameter),491.52,µm
Zone 3 Min (Coated Inner Diameter),491.2,µm
Zone 3 Max (Coated Inner Diameter),492.0,µm
Zone 3 Avg (Coated Outer Diameter),564.2,µm
Zone 3 Min (Coated Outer Diameter),562.9,µm
Zone 3 Max (Coated Outer Diameter),565.0,µm
Zone 3 Avg (Capstan Speed),28.19,m/min
Zone 3 Min (Capstan Speed),27.84,m/min
Zone 3 Max (Capstan Speed),28.32,m/min
Zone 3 Avg (Tension N),56.49,g
Zone 3 Min (Tension N),54.28,g
Zone 3 Max (Tension N),58.3,g
Zone 3 Avg (Furnace DegC Actual),2179.84,C
Zone 3 Min (Furnace DegC Actual),2179.38,C
Zone 3 Max (Furnace DegC Actual),2180.73,C
Last Fiber Position,1.42,km
TnM,,km
Cut,0.02,km
Keep,0.14,km
Cut,0.42,km
Keep,0.08,km
Cut,0.64,km
Keep,0.03,km
Log File Name,P0343_OCT_20082025_114906.csv,
Zone 1 Start,2025-08-20 11:43:51.716000,
Zone 1 End,2025-08-20 11:46:05.716000,
Zone 1 Fibre Length at Start,1.26,km
Zone 1 Fibre Length at End,1.4,km
Zone 1 Pf Process Position at Start,350.47,mm
Zone 1 Pf Process Position at End,389.22,mm
Zone 1 Avg (Bare Fibre Diameter),421.45,µm
Zone 1 Min (Bare Fibre Diameter),420.3,µm
Zone 1 Max (Bare Fibre Diameter),422.9,µm
Zone 1 Avg (Coated Inner Diameter),454.42,µm
Zone 1 Min (Coated Inner Diameter),451.4,µm
Zone 1 Max (Coated Inner Diameter),458.6,µm
Zone 1 Avg (Coated Outer Diameter),515.37,µm
Zone 1 Min (Coated Outer Diameter),506.9,µm
Zone 1 Max (Coated Outer Diameter),521.1,µm
Zone 1 Avg (Capstan Speed),64.02,m/min
Zone 1 Min (Capstan Speed),60.48,m/min
Zone 1 Max (Capstan Speed),68.64,m/min
Zone 1 Avg (Tension N),52.13,g
Zone 1 Min (Tension N),45.74,g
Zone 1 Max (Tension N),58.16,g
Zone 1 Avg (Furnace DegC Actual),2279.98,C
Zone 1 Min (Furnace DegC Actual),2279.36,C
Zone 1 Max (Furnace DegC Actual),2280.3,C
Zone 2 Start,2025-08-20 11:37:02.716000,
Zone 2 End,2025-08-20 11:39:06.716000,
Zone 2 Fibre Length at Start,0.92,km
Zone 2 Fibre Length at End,1.0,km
Zone 2 Pf Process Position at Start,256.74,mm
Zone 2 Pf Process Position at End,278.27,mm
Zone 2 Avg (Bare Fibre Diameter),421.49,µm
Zone 2 Min (Bare Fibre Diameter),420.8,µm
Zone 2 Max (Bare Fibre Diameter),422.9,µm
Zone 2 Avg (Coated Inner Diameter),479.22,µm
Zone 2 Min (Coated Inner Diameter),475.7,µm
Zone 2 Max (Coated Inner Diameter),482.5,µm
Zone 2 Avg (Coated Outer Diameter),554.25,µm
Zone 2 Min (Coated Outer Diameter),552.0,µm
Zone 2 Max (Coated Outer Diameter),557.3,µm
Zone 2 Avg (Capstan Speed),41.17,m/min
Zone 2 Min (Capstan Speed),39.46,m/min
Zone 2 Max (Capstan Speed),41.95,m/min
Zone 2 Avg (Tension N),57.58,g
Zone 2 Min (Tension N),54.77,g
Zone 2 Max (Tension N),60.16,g
Zone 2 Avg (Furnace DegC Actual),2220.06,C
Zone 2 Min (Furnace DegC Actual),2219.29,C
Zone 2 Max (Furnace DegC Actual),2220.77,C
Zone 3 Start,2025-08-20 11:31:57.716000,
Zone 3 End,2025-08-20 11:33:04.716000,
Zone 3 Fibre Length at Start,0.75,km
Zone 3 Fibre Length at End,0.78,km
Zone 3 Pf Process Position at Start,210.0,mm
Zone 3 Pf Process Position at End,217.37,mm
Zone 3 Avg (Bare Fibre Diameter),421.15,µm
Zone 3 Min (Bare Fibre Diameter),420.6,µm
Zone 3 Max (Bare Fibre Diameter),421.6,µm
Zone 3 Avg (Coated Inner Diameter),491.52,µm
Zone 3 Min (Coated Inner Diameter),491.2,µm
Zone 3 Max (Coated Inner Diameter),492.0,µm
Zone 3 Avg (Coated Outer Diameter),564.2,µm
Zone 3 Min (Coated Outer Diameter),562.9,µm
Zone 3 Max (Coated Outer Diameter),565.0,µm
Zone 3 Avg (Capstan Speed),28.19,m/min
Zone 3 Min (Capstan Speed),27.84,m/min
Zone 3 Max (Capstan Speed),28.32,m/min
Zone 3 Avg (Tension N),56.49,g
Zone 3 Min (Tension N),54.28,g
Zone 3 Max (Tension N),58.3,g
Zone 3 Avg (Furnace DegC Actual),2179.84,C
Zone 3 Min (Furnace DegC Actual),2179.38,C
Zone 3 Max (Furnace DegC Actual),2180.73,C
Zone 4 Start,2025-08-20 11:27:30.716000,
Zone 4 End,2025-08-20 11:29:44.716000,
Zone 4 Fibre Length at Start,0.65,km
Zone 4 Fibre Length at End,0.69,km
Zone 4 Pf Process Position at Start,182.0,mm
Zone 4 Pf Process Position at End,194.39,mm
Zone 4 Avg (Bare Fibre Diameter),420.8,µm
Zone 4 Min (Bare Fibre Diameter),420.1,µm
Zone 4 Max (Bare Fibre Diameter),421.4,µm
Zone 4 Avg (Coated Inner Diameter),493.34,µm
Zone 4 Min (Coated Inner Diameter),492.9,µm
Zone 4 Max (Coated Inner Diameter),494.2,µm
Zone 4 Avg (Coated Outer Diameter),567.35,µm
Zone 4 Min (Coated Outer Diameter),566.2,µm
Zone 4 Max (Coated Outer Diameter),568.9,µm
Zone 4 Avg (Capstan Speed),21.85,m/min
Zone 4 Min (Capstan Speed),21.41,m/min
Zone 4 Max (Capstan Speed),22.08,m/min
Zone 4 Avg (Tension N),59.74,g
Zone 4 Min (Tension N),58.1,g
Zone 4 Max (Tension N),61.57,g
Zone 4 Avg (Furnace DegC Actual),2150.03,C
Zone 4 Min (Furnace DegC Actual),2149.42,C
Zone 4 Max (Furnace DegC Actual),2150.89,C
Last Fiber Position,1.42,km
TnM,,km
Cut,0.02,km
Keep,0.14,km
Cut,0.42,km
Keep,0.08,km
Cut,0.64,km
Keep,0.03,km
Cut,0.72,km
Keep,0.05,km
Log File Name,P0343_OCT_20082025_114906.csv,
Zone 1 Start,2025-08-20 11:43:51.716000,
Zone 1 End,2025-08-20 11:46:05.716000,
Zone 1 Fibre Length at Start,1.26,km
Zone 1 Fibre Length at End,1.4,km
Zone 1 Pf Process Position at Start,350.47,mm
Zone 1 Pf Process Position at End,389.22,mm
Zone 1 Avg (Bare Fibre Diameter),421.45,µm
Zone 1 Min (Bare Fibre Diameter),420.3,µm
Zone 1 Max (Bare Fibre Diameter),422.9,µm
Zone 1 Avg (Coated Inner Diameter),454.42,µm
Zone 1 Min (Coated Inner Diameter),451.4,µm
Zone 1 Max (Coated Inner Diameter),458.6,µm
Zone 1 Avg (Coated Outer Diameter),515.37,µm
Zone 1 Min (Coated Outer Diameter),506.9,µm
Zone 1 Max (Coated Outer Diameter),521.1,µm
Zone 1 Avg (Capstan Speed),64.02,m/min
Zone 1 Min (Capstan Speed),60.48,m/min
Zone 1 Max (Capstan Speed),68.64,m/min
Zone 1 Avg (Tension N),52.13,g
Zone 1 Min (Tension N),45.74,g
Zone 1 Max (Tension N),58.16,g
Zone 1 Avg (Furnace DegC Actual),2279.98,C
Zone 1 Min (Furnace DegC Actual),2279.36,C
Zone 1 Max (Furnace DegC Actual),2280.3,C
Zone 2 Start,2025-08-20 11:37:02.716000,
Zone 2 End,2025-08-20 11:39:06.716000,
Zone 2 Fibre Length at Start,0.92,km
Zone 2 Fibre Length at End,1.0,km
Zone 2 Pf Process Position at Start,256.74,mm
Zone 2 Pf Process Position at End,278.27,mm
Zone 2 Avg (Bare Fibre Diameter),421.49,µm
Zone 2 Min (Bare Fibre Diameter),420.8,µm
Zone 2 Max (Bare Fibre Diameter),422.9,µm
Zone 2 Avg (Coated Inner Diameter),479.22,µm
Zone 2 Min (Coated Inner Diameter),475.7,µm
Zone 2 Max (Coated Inner Diameter),482.5,µm
Zone 2 Avg (Coated Outer Diameter),554.25,µm
Zone 2 Min (Coated Outer Diameter),552.0,µm
Zone 2 Max (Coated Outer Diameter),557.3,µm
Zone 2 Avg (Capstan Speed),41.17,m/min
Zone 2 Min (Capstan Speed),39.46,m/min
Zone 2 Max (Capstan Speed),41.95,m/min
Zone 2 Avg (Tension N),57.58,g
Zone 2 Min (Tension N),54.77,g
Zone 2 Max (Tension N),60.16,g
Zone 2 Avg (Furnace DegC Actual),2220.06,C
Zone 2 Min (Furnace DegC Actual),2219.29,C
Zone 2 Max (Furnace DegC Actual),2220.77,C
Zone 3 Start,2025-08-20 11:31:57.716000,
Zone 3 End,2025-08-20 11:33:04.716000,
Zone 3 Fibre Length at Start,0.75,km
Zone 3 Fibre Length at End,0.78,km
Zone 3 Pf Process Position at Start,210.0,mm
Zone 3 Pf Process Position at End,217.37,mm
Zone 3 Avg (Bare Fibre Diameter),421.15,µm
Zone 3 Min (Bare Fibre Diameter),420.6,µm
Zone 3 Max (Bare Fibre Diameter),421.6,µm
Zone 3 Avg (Coated Inner Diameter),491.52,µm
Zone 3 Min (Coated Inner Diameter),491.2,µm
Zone 3 Max (Coated Inner Diameter),492.0,µm
Zone 3 Avg (Coated Outer Diameter),564.2,µm
Zone 3 Min (Coated Outer Diameter),562.9,µm
Zone 3 Max (Coated Outer Diameter),565.0,µm
Zone 3 Avg (Capstan Speed),28.19,m/min
Zone 3 Min (Capstan Speed),27.84,m/min
Zone 3 Max (Capstan Speed),28.32,m/min
Zone 3 Avg (Tension N),56.49,g
Zone 3 Min (Tension N),54.28,g
Zone 3 Max (Tension N),58.3,g
Zone 3 Avg (Furnace DegC Actual),2179.84,C
Zone 3 Min (Furnace DegC Actual),2179.38,C
Zone 3 Max (Furnace DegC Actual),2180.73,C
Zone 4 Start,2025-08-20 11:27:30.716000,
Zone 4 End,2025-08-20 11:29:44.716000,
Zone 4 Fibre Length at Start,0.65,km
Zone 4 Fibre Length at End,0.69,km
Zone 4 Pf Process Position at Start,182.0,mm
Zone 4 Pf Process Position at End,194.39,mm
Zone 4 Avg (Bare Fibre Diameter),420.8,µm
Zone 4 Min (Bare Fibre Diameter),420.1,µm
Zone 4 Max (Bare Fibre Diameter),421.4,µm
Zone 4 Avg (Coated Inner Diameter),493.34,µm
Zone 4 Min (Coated Inner Diameter),492.9,µm
Zone 4 Max (Coated Inner Diameter),494.2,µm
Zone 4 Avg (Coated Outer Diameter),567.35,µm
Zone 4 Min (Coated Outer Diameter),566.2,µm
Zone 4 Max (Coated Outer Diameter),568.9,µm
Zone 4 Avg (Capstan Speed),21.85,m/min
Zone 4 Min (Capstan Speed),21.41,m/min
Zone 4 Max (Capstan Speed),22.08,m/min
Zone 4 Avg (Tension N),59.74,g
Zone 4 Min (Tension N),58.1,g
Zone 4 Max (Tension N),61.57,g
Zone 4 Avg (Furnace DegC Actual),2150.03,C
Zone 4 Min (Furnace DegC Actual),2149.42,C
Zone 4 Max (Furnace DegC Actual),2150.89,C
Zone 5 Start,2025-08-20 11:23:32.716000,
Zone 5 End,2025-08-20 11:24:58.716000,
Zone 5 Fibre Length at Start,0.58,km
Zone 5 Fibre Length at End,0.6,km
Zone 5 Pf Process Position at Start,162.72,mm
Zone 5 Pf Process Position at End,168.72,mm
Zone 5 Avg (Bare Fibre Diameter),420.78,µm
Zone 5 Min (Bare Fibre Diameter),420.1,µm
Zone 5 Max (Bare Fibre Diameter),421.8,µm
Zone 5 Avg (Coated Inner Diameter),494.05,µm
Zone 5 Min (Coated Inner Diameter),493.7,µm
Zone 5 Max (Coated Inner Diameter),494.5,µm
Zone 5 Avg (Coated Outer Diameter),570.52,µm
Zone 5 Min (Coated Outer Diameter),569.2,µm
Zone 5 Max (Coated Outer Diameter),571.6,µm
Zone 5 Avg (Capstan Speed),16.62,m/min
Zone 5 Min (Capstan Speed),16.13,m/min
Zone 5 Max (Capstan Speed),16.9,m/min
Zone 5 Avg (Tension N),60.41,g
Zone 5 Min (Tension N),58.92,g
Zone 5 Max (Tension N),62.26,g
Zone 5 Avg (Furnace DegC Actual),2125.05,C
Zone 5 Min (Furnace DegC Actual),2124.96,C
Zone 5 Max (Furnace DegC Actual),2125.63,C
Last Fiber Position,1.42,km
TnM,,km
Cut,0.02,km
Keep,0.14,km
Cut,0.42,km
Keep,0.08,km
Cut,0.64,km
Keep,0.03,km
Cut,0.72,km
Keep,0.05,km
Cut,0.82,km
Keep,0.02,km
Log File Name,P0343_OCT_20082025_114906.csv,
Zone 1 Start,2025-08-20 11:43:51.716000,
Zone 1 End,2025-08-20 11:46:05.716000,
Zone 1 Fibre Length at Start,1.26,km
Zone 1 Fibre Length at End,1.4,km
Zone 1 Pf Process Position at Start,350.47,mm
Zone 1 Pf Process Position at End,389.22,mm
Zone 1 Avg (Bare Fibre Diameter),421.45,µm
Zone 1 Min (Bare Fibre Diameter),420.3,µm
Zone 1 Max (Bare Fibre Diameter),422.9,µm
Zone 1 Avg (Coated Inner Diameter),454.42,µm
Zone 1 Min (Coated Inner Diameter),451.4,µm
Zone 1 Max (Coated Inner Diameter),458.6,µm
Zone 1 Avg (Coated Outer Diameter),515.37,µm
Zone 1 Min (Coated Outer Diameter),506.9,µm
Zone 1 Max (Coated Outer Diameter),521.1,µm
Zone 1 Avg (Capstan Speed),64.02,m/min
Zone 1 Min (Capstan Speed),60.48,m/min
Zone 1 Max (Capstan Speed),68.64,m/min
Zone 1 Avg (Tension N),52.13,g
Zone 1 Min (Tension N),45.74,g
Zone 1 Max (Tension N),58.16,g
Zone 1 Avg (Furnace DegC Actual),2279.98,C
Zone 1 Min (Furnace DegC Actual),2279.36,C
Zone 1 Max (Furnace DegC Actual),2280.3,C
Zone 2 Start,2025-08-20 11:37:02.716000,
Zone 2 End,2025-08-20 11:39:06.716000,
Zone 2 Fibre Length at Start,0.92,km
Zone 2 Fibre Length at End,1.0,km
Zone 2 Pf Process Position at Start,256.74,mm
Zone 2 Pf Process Position at End,278.27,mm
Zone 2 Avg (Bare Fibre Diameter),421.49,µm
Zone 2 Min (Bare Fibre Diameter),420.8,µm
Zone 2 Max (Bare Fibre Diameter),422.9,µm
Zone 2 Avg (Coated Inner Diameter),479.22,µm
Zone 2 Min (Coated Inner Diameter),475.7,µm
Zone 2 Max (Coated Inner Diameter),482.5,µm
Zone 2 Avg (Coated Outer Diameter),554.25,µm
Zone 2 Min (Coated Outer Diameter),552.0,µm
Zone 2 Max (Coated Outer Diameter),557.3,µm
Zone 2 Avg (Capstan Speed),41.17,m/min
Zone 2 Min (Capstan Speed),39.46,m/min
Zone 2 Max (Capstan Speed),41.95,m/min
Zone 2 Avg (Tension N),57.58,g
Zone 2 Min (Tension N),54.77,g
Zone 2 Max (Tension N),60.16,g
Zone 2 Avg (Furnace DegC Actual),2220.06,C
Zone 2 Min (Furnace DegC Actual),2219.29,C
Zone 2 Max (Furnace DegC Actual),2220.77,C
Zone 3 Start,2025-08-20 11:31:57.716000,
Zone 3 End,2025-08-20 11:33:04.716000,
Zone 3 Fibre Length at Start,0.75,km
Zone 3 Fibre Length at End,0.78,km
Zone 3 Pf Process Position at Start,210.0,mm
Zone 3 Pf Process Position at End,217.37,mm
Zone 3 Avg (Bare Fibre Diameter),421.15,µm
Zone 3 Min (Bare Fibre Diameter),420.6,µm
Zone 3 Max (Bare Fibre Diameter),421.6,µm
Zone 3 Avg (Coated Inner Diameter),491.52,µm
Zone 3 Min (Coated Inner Diameter),491.2,µm
Zone 3 Max (Coated Inner Diameter),492.0,µm
Zone 3 Avg (Coated Outer Diameter),564.2,µm
Zone 3 Min (Coated Outer Diameter),562.9,µm
Zone 3 Max (Coated Outer Diameter),565.0,µm
Zone 3 Avg (Capstan Speed),28.19,m/min
Zone 3 Min (Capstan Speed),27.84,m/min
Zone 3 Max (Capstan Speed),28.32,m/min
Zone 3 Avg (Tension N),56.49,g
Zone 3 Min (Tension N),54.28,g
Zone 3 Max (Tension N),58.3,g
Zone 3 Avg (Furnace DegC Actual),2179.84,C
Zone 3 Min (Furnace DegC Actual),2179.38,C
Zone 3 Max (Furnace DegC Actual),2180.73,C
Zone 4 Start,2025-08-20 11:27:30.716000,
Zone 4 End,2025-08-20 11:29:44.716000,
Zone 4 Fibre Length at Start,0.65,km
Zone 4 Fibre Length at End,0.69,km
Zone 4 Pf Process Position at Start,182.0,mm
Zone 4 Pf Process Position at End,194.39,mm
Zone 4 Avg (Bare Fibre Diameter),420.8,µm
Zone 4 Min (Bare Fibre Diameter),420.1,µm
Zone 4 Max (Bare Fibre Diameter),421.4,µm
Zone 4 Avg (Coated Inner Diameter),493.34,µm
Zone 4 Min (Coated Inner Diameter),492.9,µm
Zone 4 Max (Coated Inner Diameter),494.2,µm
Zone 4 Avg (Coated Outer Diameter),567.35,µm
Zone 4 Min (Coated Outer Diameter),566.2,µm
Zone 4 Max (Coated Outer Diameter),568.9,µm
Zone 4 Avg (Capstan Speed),21.85,m/min
Zone 4 Min (Capstan Speed),21.41,m/min
Zone 4 Max (Capstan Speed),22.08,m/min
Zone 4 Avg (Tension N),59.74,g
Zone 4 Min (Tension N),58.1,g
Zone 4 Max (Tension N),61.57,g
Zone 4 Avg (Furnace DegC Actual),2150.03,C
Zone 4 Min (Furnace DegC Actual),2149.42,C
Zone 4 Max (Furnace DegC Actual),2150.89,C
Zone 5 Start,2025-08-20 11:23:32.716000,
Zone 5 End,2025-08-20 11:24:58.716000,
Zone 5 Fibre Length at Start,0.58,km
Zone 5 Fibre Length at End,0.6,km
Zone 5 Pf Process Position at Start,162.72,mm
Zone 5 Pf Process Position at End,168.72,mm
Zone 5 Avg (Bare Fibre Diameter),420.78,µm
Zone 5 Min (Bare Fibre Diameter),420.1,µm
Zone 5 Max (Bare Fibre Diameter),421.8,µm
Zone 5 Avg (Coated Inner Diameter),494.05,µm
Zone 5 Min (Coated Inner Diameter),493.7,µm
Zone 5 Max (Coated Inner Diameter),494.5,µm
Zone 5 Avg (Coated Outer Diameter),570.52,µm
Zone 5 Min (Coated Outer Diameter),569.2,µm
Zone 5 Max (Coated Outer Diameter),571.6,µm
Zone 5 Avg (Capstan Speed),16.62,m/min
Zone 5 Min (Capstan Speed),16.13,m/min
Zone 5 Max (Capstan Speed),16.9,m/min
Zone 5 Avg (Tension N),60.41,g
Zone 5 Min (Tension N),58.92,g
Zone 5 Max (Tension N),62.26,g
Zone 5 Avg (Furnace DegC Actual),2125.05,C
Zone 5 Min (Furnace DegC Actual),2124.96,C
Zone 5 Max (Furnace DegC Actual),2125.63,C
Zone 6 Start,2025-08-20 11:19:44.716000,
Zone 6 End,2025-08-20 11:20:31.716000,
Zone 6 Fibre Length at Start,0.52,km
Zone 6 Fibre Length at End,0.53,km
Zone 6 Pf Process Position at Start,147.65,mm
Zone 6 Pf Process Position at End,150.09,mm
Zone 6 Avg (Bare Fibre Diameter),420.64,µm
Zone 6 Min (Bare Fibre Diameter),419.8,µm
Zone 6 Max (Bare Fibre Diameter),421.6,µm
Zone 6 Avg (Coated Inner Diameter),494.57,µm
Zone 6 Min (Coated Inner Diameter),494.3,µm
Zone 6 Max (Coated Inner Diameter),494.8,µm
Zone 6 Avg (Coated Outer Diameter),572.81,µm
Zone 6 Min (Coated Outer Diameter),572.3,µm
Zone 6 Max (Coated Outer Diameter),573.7,µm
Zone 6 Avg (Capstan Speed),13.74,m/min
Zone 6 Min (Capstan Speed),13.63,m/min
Zone 6 Max (Capstan Speed),13.92,m/min
Zone 6 Avg (Tension N),60.53,g
Zone 6 Min (Tension N),59.75,g
Zone 6 Max (Tension N),62.02,g
Zone 6 Avg (Furnace DegC Actual),2110.0,C
Zone 6 Min (Furnace DegC Actual),2109.77,C
Zone 6 Max (Furnace DegC Actual),2110.58,C
Last Fiber Position,1.42,km
TnM,,km
Cut,0.02,km
Keep,0.14,km
Cut,0.42,km
Keep,0.08,km
Cut,0.64,km
Keep,0.03,km
Cut,0.72,km
Keep,0.05,km
Cut,0.82,km
Keep,0.02,km
Cut,0.88,km
Keep,0.01,km
