============================================================
DRAW DATASET — TEXT SNAPSHOT
============================================================
Time: 2026-02-08 19:14:12
Source CSV: TAMAM - TIGER_RERERERER_20260206_170239.csv
Preform Length After Draw (cm): 0.0
Done Description: דכ 
------------------------------------------------------------

CSV CONTENT (raw):

Parameter Name,Value,Units
Total Cut Length,0.3005219884216787,km
Preform Length After Draw,0.5,cm
Done Description,hello,
Done Timestamp,2026-02-07 09:35:53,
Failed Description,"k'=""ki",
Preform Length After Failed Draw,0.1,cm
Failed Timestamp,2026-02-07 09:40:30,
Preform Length After Draw,0.5,cm
Done Description,דכ,
Done Timestamp,2026-02-08 18:58:45,
Preform Length After Draw,0.0,cm
Done Description,דכ,
Done Timestamp,2026-02-08 19:05:27,
Preform Length After Draw,0.0,cm
Done Description,דכ,
Done Timestamp,2026-02-08 19:10:58,
Preform Length After Draw,0.0,cm
Done Description,דכ,
Done Timestamp,2026-02-08 19:13:41,
Preform Length After Draw,0.0,cm
Done Description,דכ,
Done Timestamp,2026-02-08 19:14:12,

============================================================
